MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Neighborhood_Label,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,ExterQual_Ordinal,Neighborhood_Freq,Neighborhood_Target
0.05871952811490484,-0.1881416831346496,-0.20491587766720462,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7929703915883676,-0.5288223208429784,1.097353848615091,0.9170907979538451,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6677086996429531,Gd,TA,PConc,Gd,TA,No,GLQ,0.6740638076485858,Unf,-0.29201549728915144,-0.9539550485990788,-0.4135645847409413,GasA,Ex,Y,SBrkr,-0.7733892922783743,1.2284272102790768,-0.12036814385808446,0.4904155426588041,1.1459239674782795,-0.24330094883393907,0.8558496252235976,1.2586561980679185,0.17120481391775835,-0.21622523396401905,Gd,1.02529464351083,Typ,-0.923517836452693,Gd,Attchd,1.0627342592049562,RFn,0.391543056888647,0.43673124313266115,TA,TA,Y,-0.7360784930705999,0.24519098548008184,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,-1.595625532118587,0.13571185722910592,WD,Normal,208500,-1.1774413095926612,False,False,True,False,1.2183517746369543,0.7507061344891838,0.5749588156885721
-0.8761154059704653,0.5090423572292251,-0.06672559051109606,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,0.012825822086169177,2.154934971270661,0.1973159165410517,-0.3901762955632839,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.563733721407211,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.309208857350578,Unf,-0.29201549728915144,-0.6417647795684909,0.5842571460126056,GasA,Ex,Y,SBrkr,0.36325903146826327,-0.7986806102277708,-0.12036814385808446,-0.44217824101609204,-0.7972852816151909,3.907650605052412,0.8558496252235976,-0.7400498417697862,0.17120481391775835,-0.21622523396401905,TA,-0.2698631048157176,Typ,0.6598172777597059,TA,Attchd,-0.06734459820591035,RFn,0.391543056888647,0.005793120034821394,TA,TA,Y,1.7114617519295539,-0.6833359064606637,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,-0.4855906641753234,-0.6177043660383658,WD,Normal,181500,1.9848874213644503,False,False,True,False,-0.662966252644612,-1.3726962204555206,1.2429537826342256
0.05871952811490484,-0.04870487506187465,0.13154743019114665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7929703915883676,-0.5288223208429784,1.0306843721651624,0.8686734981939515,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.4540911368077205,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.16034354686020968,Unf,-0.29201549728915144,-0.2922980605043999,-0.25627248925269747,GasA,Ex,Y,SBrkr,-0.5942132018355546,1.2569111609185173,-0.12036814385808446,0.6486234166750812,1.1459239674782795,-0.24330094883393907,0.8558496252235976,1.2586561980679185,0.17120481391775835,-0.21622523396401905,Gd,-0.2698631048157176,Typ,0.6598172777597059,TA,Attchd,0.9790247142115588,RFn,0.391543056888647,0.7305526906993701,TA,TA,Y,-0.7360784930705999,-0.04402230873097004,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,0.9944558264156947,0.13571185722910592,WD,Normal,223500,-1.1774413095926612,False,False,True,False,1.2183517746369543,0.7507061344891838,0.5749588156885721
0.2924282616362474,-0.4205363632559412,-0.07273386386570947,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.7929703915883676,-0.5288223208429784,-1.8361031151817782,-0.680680094122646,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,-0.563733721407211,TA,TA,BrkTil,TA,Gd,No,ALQ,-0.4701313186527974,Unf,-0.29201549728915144,-0.04534157903244223,-0.6593334839413223,GasA,Gd,Y,SBrkr,-0.47942851889562316,0.9958082800569793,-0.12036814385808446,0.5049873205287244,1.1459239674782795,-0.24330094883393907,-1.006255546919191,-0.7400498417697862,0.17120481391775835,-0.21622523396401905,Gd,0.3777157693475563,Typ,0.6598172777597059,Gd,Detchd,0.8534603967214625,Unf,1.778299352046159,0.8970515109871718,TA,TA,Y,-0.7360784930705999,-0.1505745750192523,4.0633512301651065,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,-1.595625532118587,-1.3711205893058376,WD,Abnorml,140000,-1.0110029553317605,False,False,True,False,-0.662966252644612,-0.7879912241663991,0.6906270389958461
0.05871952811490484,0.6949581013262583,0.49324548613887426,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.5731149610905661,-0.5288223208429784,0.9973496339401978,0.7718388986741641,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.6352706018966534,Gd,TA,PConc,Gd,TA,Av,GLQ,0.5549741108294622,Unf,-0.29201549728915144,-0.16183048538713923,0.2967075339481598,GasA,Ex,Y,SBrkr,0.0357027411274835,1.7007860583831313,-0.12036814385808446,1.5062766284475304,1.1459239674782795,-0.24330094883393907,0.8558496252235976,1.2586561980679185,1.4122179469278315,-0.21622523396401905,Gd,1.672873517674104,Typ,0.6598172777597059,TA,Attchd,0.93716994171486,RFn,1.778299352046159,1.847074191452864,TA,TA,Y,0.840860188271781,0.5952912889987235,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,2.1044906943589585,0.13571185722910592,WD,Normal,250000,0.48694223301634476,False,False,True,False,1.2183517746369543,-1.064956748724404,2.585598180188617
-0.1749892054064377,0.7414370373505167,0.47582149341049534,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7673187474160292,-0.5288223208429784,0.7640064663654469,0.5297523998746957,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.563733721407211,TA,TA,Wood,Gd,TA,No,GLQ,0.7347762021053938,Unf,-0.29201549728915144,-1.1543159675291577,-0.5610259242611699,GasA,Ex,Y,SBrkr,-0.9413668770685177,0.5448123949325051,-0.12036814385808446,-0.23400998573151702,1.1459239674782795,-0.24330094883393907,-1.006255546919191,1.2586561980679185,-2.310821452102388,-0.21622523396401905,TA,-0.9174419789789915,Typ,-0.923517836452693,Gd,Attchd,0.6441865342379687,Unf,0.391543056888647,0.1037336025570577,TA,TA,Y,-0.40754960112427063,-0.22668333665373963,-0.36427172753866177,11.09410383319508,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,1.2922615224159306,1.3644674490634492,0.8891280804965777,WD,Normal,143000,-0.17881118402725762,False,False,True,False,-0.662966252644612,-0.7726042505798433,-0.3220073525770317
-0.8761154059704653,0.27664767710793353,-0.008565504438438199,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.5731149610905661,-0.5288223208429784,1.1306885868400556,1.0139253974736324,Gable,CompShg,VinylSd,VinylSd,Stone,0.6048800046914141,Gd,TA,PConc,Ex,TA,Av,GLQ,2.222229866297192,Unf,-0.29201549728915144,-0.5648821013743909,1.626317278622221,GasA,Ex,Y,SBrkr,1.5726976419572962,-0.7986806102277708,-0.12036814385808446,0.4571086218132721,1.1459239674782795,-0.24330094883393907,0.8558496252235976,-0.7400498417697862,0.17120481391775835,-0.21622523396401905,Gd,0.3777157693475563,Typ,0.6598172777597059,Gd,Attchd,1.1045890317016551,RFn,0.391543056888647,0.867669366230501,TA,TA,Y,1.3582931930872497,0.18430397617249195,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,0.6244442037679402,-0.6177043660383658,WD,Normal,307000,1.4855723585817484,False,False,True,False,1.2183517746369543,-0.23406017505038926,1.1771343504504777
0.05871952811490484,-0.0022259390376163433,0.027243804755057756,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.7929703915883676,0.3657634431949014,0.09731170186615842,-0.5354281948429649,Gable,CompShg,HdBoard,HdBoard,Stone,0.9441549574297247,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.0313328981059564,BLQ,-0.09520189683989845,-0.8001896922108788,0.20331535225201502,GasA,Ex,Y,SBrkr,-0.07068306257294071,1.5346296796530619,-0.12036814385808446,1.2814549127401893,1.1459239674782795,-0.24330094883393907,0.8558496252235976,1.2586561980679185,0.17120481391775835,-0.21622523396401905,TA,0.3777157693475563,Typ,2.243152391972105,TA,Attchd,-0.19290891569600663,RFn,0.391543056888647,0.12332169906150496,TA,TA,Y,1.194028747114085,2.4219015682264193,3.347118104654203,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,0.6013336900464545,1.7344790717112037,0.8891280804965777,WD,Normal,200000,0.32050387875544417,False,False,True,False,-0.662966252644612,-0.40331688450250336,0.4337297439563521
-0.1749892054064377,-0.838846787474266,-0.4849014159921898,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.7929703915883676,-0.5288223208429784,-1.3027473035823474,-1.6490260893205193,Gable,CompShg,BrkFace,Wd Shng,BrkFace,-0.563733721407211,TA,TA,BrkTil,TA,TA,No,Unf,-0.974511211063203,Unf,-0.29201549728915144,0.914527009330261,-0.17762644150857554,GasA,Gd,Y,FuseF,-0.30865130769231064,0.9863136298438325,-0.12036814385808446,0.6236432260409321,-0.7972852816151909,-0.24330094883393907,0.8558496252235976,-0.7400498417697862,-1.0698083190923149,4.232290976560427,TA,1.02529464351083,Min1,2.243152391972105,TA,Detchd,-1.9508093605573547,Unf,0.391543056888647,0.04496931304371592,Fa,TA,Y,0.003111513808641088,-0.6833359064606637,2.972723516318958,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,-0.8556022868230779,0.13571185722910592,WD,Abnorml,129900,0.8198189415381459,False,False,False,True,-0.662966252644612,0.19677508537317395,-1.039959334758166
3.096933063892358,-0.8853257234985243,-0.328686308772241,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7673187474160292,0.3657634431949014,-1.036069397782632,-1.6490260893205193,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.563733721407211,TA,TA,BrkTil,TA,TA,No,GLQ,1.0126521613500155,Unf,-0.29201549728915144,-0.9772528298700182,-0.08177657082042696,GasA,Ex,Y,SBrkr,-0.15467185496801245,-0.7986806102277708,-0.12036814385808446,-0.8272895132925558,1.1459239674782795,-0.24330094883393907,-1.006255546919191,-0.7400498417697862,-1.0698083190923149,4.232290976560427,TA,-0.9174419789789915,Typ,2.243152391972105,TA,Attchd,-1.6159711805837647,RFn,-0.9952132382688649,-1.2429480321236914,Gd,TA,Y,-0.7360784930705999,-0.6224488971530737,-0.36427172753866177,-0.11317934066525777,-0.2673734146874663,-0.06485755822980914,Gd,MnPrv,Shed,-0.08959414232302157,-1.9656371547663416,0.13571185722910592,WD,Normal,118000,-1.5103180181144624,False,False,True,False,-0.662966252644612,-0.6341214883008408,-1.0467615905491368
