MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Neighborhood_Label,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,ExterQual_Ordinal,Neighborhood_Freq,Neighborhood_Target
0.3157894736842105,0.20766773162939298,0.05131786712012632,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7,0.5555555555555556,0.9970134395221503,0.9965174129353234,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.1225,Gd,TA,PConc,Gd,TA,No,GLQ,0.12508858965272857,Unf,0.0,0.07345739471106758,0.14009819967266776,GasA,Ex,Y,SBrkr,0.1824381926683717,0.46974697469746973,0.0,0.3030840127614321,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,Gd,0.5714285714285714,Typ,0.0,Gd,Attchd,0.9965174129353234,RFn,0.5,0.38645980253878703,TA,TA,Y,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.16666666666666666,0.9990049751243781,WD,Normal,208500,0.20833333333333334,False,False,True,False,0.75,0.6607142857142857,0.6911645983313369
0.10526315789473684,0.25559105431309903,0.0583019555447589,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,0.6,0.8888888888888888,0.9835739173718268,0.9830845771144279,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,0.1732813607370659,Unf,0.0,0.13907933398628794,0.20654664484451718,GasA,Ex,Y,SBrkr,0.2689684569479966,0.0,0.0,0.22367954626019143,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,TA,0.42857142857142855,Typ,0.3333333333333333,TA,Attchd,0.9830845771144279,RFn,0.5,0.3244005641748942,TA,TA,Y,0.4048913043478261,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.4166666666666667,0.9985074626865672,WD,Normal,181500,1.0,False,False,True,False,0.5,0.044642857142857144,0.7937690223626966
0.3157894736842105,0.21725239616613418,0.06832260415401434,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.7,0.5555555555555556,0.9960179193628671,0.9960199004975124,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.10125,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.08610914245216159,Unf,0.0,0.21253672869735554,0.15057283142389524,GasA,Ex,Y,SBrkr,0.19607843137254902,0.47634763476347636,0.0,0.3165544133286069,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,Gd,0.42857142857142855,Typ,0.3333333333333333,TA,Attchd,0.9955223880597015,RFn,0.5,0.4287729196050776,TA,TA,Y,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.75,0.9990049751243781,WD,Normal,223500,0.20833333333333334,False,False,True,False,0.75,0.6607142857142857,0.6911645983313369
0.3684210526315789,0.19169329073482427,0.057998299526296614,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.7,0.5555555555555556,0.9532105525136884,0.9800995024875622,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,0.03827072997873848,Unf,0.0,0.2644466209598433,0.1237315875613748,GasA,Gd,Y,SBrkr,0.2048167092924126,0.4158415841584158,0.0,0.304324707550514,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,Gd,0.5,Typ,0.3333333333333333,Gd,Detchd,0.9940298507462687,Unf,0.75,0.4527503526093089,TA,TA,Y,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.16666666666666666,0.9980099502487563,WD,Abnorml,140000,0.25,False,False,True,False,0.5,0.21428571428571427,0.7089313061935821
0.3157894736842105,0.268370607028754,0.08660269646544394,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0.8,0.5555555555555556,0.9955201592832255,0.9950248756218906,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.21875,Gd,TA,PConc,Gd,TA,Av,GLQ,0.11605244507441531,Unf,0.0,0.23996082272282077,0.18739770867430441,GasA,Ex,Y,SBrkr,0.2440323955669224,0.5792079207920792,0.0,0.38957816377171217,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,Gd,0.6428571428571429,Typ,0.3333333333333333,TA,Attchd,0.9950248756218906,RFn,0.75,0.5895627644569816,TA,TA,Y,0.2608695652173913,0.15356489945155394,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.0,0.9990049751243781,WD,Normal,250000,0.625,False,False,True,False,0.75,0.13392857142857142,1.0
0.2631578947368421,0.2715654952076677,0.08572209401190331,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,0.5,0.5555555555555556,0.9920358387257342,0.9925373134328358,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,Wood,Gd,TA,No,GLQ,0.12969525159461376,Unf,0.0,0.031341821743388835,0.13027823240589198,GasA,Ex,Y,SBrkr,0.16965046888320545,0.31133113311331134,0.0,0.24140375753278978,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,TA,0.35714285714285715,Typ,0.0,Gd,Attchd,0.9915422885572139,Unf,0.5,0.3385049365303244,TA,TA,Y,0.05434782608695652,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,Gd,MnPrv,Shed,0.04516129032258064,0.8333333333333334,0.9995024875621891,WD,Normal,143000,0.4583333333333333,False,False,True,False,0.5,0.21875,0.5533900616588241
0.10526315789473684,0.23961661341853036,0.061241345803473825,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,0.8,0.5555555555555556,0.9975111996017919,0.9975124378109452,Gable,CompShg,VinylSd,VinylSd,Stone,0.11625,Gd,TA,PConc,Ex,TA,Av,GLQ,0.24255846917080084,Unf,0.0,0.15523996082272282,0.27594108019639935,GasA,Ex,Y,SBrkr,0.3610400682011935,0.0,0.0,0.3002481389578164,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.5,Typ,0.3333333333333333,Gd,Attchd,0.9970149253731343,RFn,0.5,0.44851904090267986,TA,TA,Y,0.34646739130434784,0.10420475319926874,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.6666666666666666,0.9985074626865672,WD,Normal,307000,0.875,False,False,True,False,0.75,0.375,0.7836591184510493
0.3157894736842105,0.22044728434504793,0.06305113567350905,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.7,0.6666666666666666,0.982080637132902,0.9815920398009951,Gable,CompShg,HdBoard,HdBoard,Stone,0.15,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.15219702338766833,BLQ,0.021709633649932156,0.10577864838393732,0.18117839607201308,GasA,Ex,Y,SBrkr,0.23593350383631714,0.5407040704070407,0.0,0.37043601559730593,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,TA,0.5,Typ,0.6666666666666666,TA,Attchd,0.9815920398009951,RFn,0.5,0.34132581100141046,TA,TA,Y,0.31929347826086957,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,Gd,MnPrv,Shed,0.02258064516129032,0.9166666666666666,0.9995024875621891,WD,Normal,200000,0.5833333333333334,False,False,True,False,0.5,0.32589285714285715,0.6694717289556505
0.2631578947368421,0.16293929712460065,0.0371674966597838,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.7,0.5555555555555556,0.9611747137879542,0.9701492537313433,Gable,CompShg,BrkFace,Wd Shng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.46620959843290893,0.155810147299509,GasA,Gd,Y,FuseF,0.21781756180733164,0.4136413641364136,0.0,0.3144275079758951,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,TA,0.5714285714285714,Min1,0.6666666666666666,TA,Detchd,0.9606965174129353,Unf,0.5,0.3300423131170663,Fa,TA,Y,0.12228260869565218,0.0,0.3713768115942029,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.3333333333333333,0.9990049751243781,WD,Abnorml,129900,0.7083333333333334,False,False,False,True,0.5,0.5,0.44311221038893345
1.0,0.1597444089456869,0.04506255313980323,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,0.5,0.6666666666666666,0.9651567944250871,0.9701492537313433,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,0.15077958894401133,Unf,0.0,0.06856023506366307,0.16219312602291325,GasA,Ex,Y,SBrkr,0.22953964194373402,0.0,0.0,0.19088975540588443,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,TA,0.35714285714285715,Typ,0.6666666666666666,TA,Attchd,0.9646766169154228,RFn,0.25,0.14456981664315938,Gd,TA,Y,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,0.08333333333333333,0.9990049751243781,WD,Normal,118000,0.125,False,False,True,False,0.5,0.25892857142857145,0.4420673798556469
