MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_Label,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,ExterQual_Ordinal,Neighborhood_Freq,Neighborhood_Target
1.2225413950203923,,-1.3379210201414813,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,0.7929703915883676,-0.5288223208429784,1.1973580632899845,1.1107599969934197,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.8295024913358036,Gd,TA,PConc,Gd,TA,No,Unf,-3.6695165730293247,Unf,-0.34533307435446614,0.1526895617705426,-3.978736791744288,GasA,Ex,Y,SBrkr,,0.6848584855764208,-0.12825180433396777,-0.6295311441247836,-0.7972852816151909,-0.2787896591927671,0.8558496252235976,1.2586561980679185,-1.0698083190923149,-0.24363358812630714,Gd,-0.9174419789789916,Typ,-0.923517836452693,Gd,Detchd,1.1882985766950525,Fin,0.391543056888647,0.813802100843271,TA,TA,Y,-1.3321035422819612,0.12983344292169907,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-1.2256139094708325,0.1357118572291059,WD,Normal,1.4855723585817484,True,False,False,False,1.2183517746369543,-0.2340601750503892,1.1771343504504777
-2.08840484005123,-0.1527581880895059,-0.34248048979573126,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7673187474160292,1.260349207232781,-0.1360314657085925,-0.8743492931622205,Gable,CompShg,HdBoard,HdBoard,BrkFace,-0.8295024913358036,TA,TA,CBlock,TA,TA,No,BLQ,0.5917587972148336,Unf,-0.34533307435446614,-0.8561043672611333,-0.18663489531718544,GasA,Ex,Y,SBrkr,-0.6856280747697676,-0.7986806102277708,-0.12825180433396777,,1.1459239674782795,-0.2787896591927671,-1.006255546919191,-0.7400498417697862,0.1712048139177583,-0.24363358812630714,TA,-0.2698631048157176,Typ,-0.923517836452693,Gd,Attchd,-0.485892323172898,Unf,-0.9952132382688648,-0.3565866652974529,TA,TA,Y,-1.3321035422819612,-1.1499137087539273,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-1.9656371547663416,-0.6177043660383658,WD,Normal,1.1526956500599472,False,False,True,False,-0.662966252644612,-0.3879299109159476,-0.7710465859530654
-2.08840484005123,-0.002228420122428691,0.10968448135185674,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,0.0128258220861691,0.3657634431949014,0.4639938223407671,-0.0028378974841345,Gable,CompShg,Plywood,Plywood,BrkFace,-0.8295024913358036,TA,TA,PConc,Gd,TA,No,BLQ,0.44893930805342636,Unf,-0.34533307435446614,0.0292113210345638,0.4124582498290016,GasA,TA,Y,SBrkr,0.24628978962398773,-0.7986806102277708,-0.12825180433396777,-0.702447732120368,-0.7972852816151909,-0.2787896591927671,0.8558496252235976,-0.7400498417697862,0.1712048139177583,-0.24363358812630714,TA,-0.2698631048157176,Typ,-0.923517836452693,Gd,Attchd,0.2674935817676798,Unf,0.391543056888647,0.280026471097083,TA,TA,Y,-1.3321035422819612,-1.1499137087539273,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-0.1155790415275688,0.1357118572291059,WD,Normal,1.9848874213644505,False,False,True,False,-0.662966252644612,-1.3726962204555206,1.2429537826342256
0.42273970285483065,-0.002228420122428691,0.3892147794407353,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,0.7929703915883676,-0.5288223208429784,0.3306548694409094,-0.1965070965237092,Gable,CompShg,Plywood,Plywood,BrkFace,0.6151380244444667,TA,TA,CBlock,Gd,TA,Av,GLQ,0.8938995903870391,Unf,-0.34533307435446614,-0.520616316959606,0.6176706220059567,GasA,TA,Y,SBrkr,0.6684346141153018,-0.7986806102277708,-0.12825180433396777,-0.005037572205630224,1.1459239674782795,-0.2787896591927671,0.8558496252235976,-0.7400498417697862,0.1712048139177583,-0.24363358812630714,TA,-0.2698631048157176,Typ,2.243152391972105,TA,Attchd,0.1000744917808847,Unf,0.391543056888647,0.6326122081771337,TA,TA,Y,0.7782244102789291,0.04622325841767559,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-0.1155790415275688,0.8891280804965777,WD,Normal,0.3205038787554441,False,False,True,False,-0.662966252644612,-0.4033168845025033,0.4337297439563521
-0.1923588083772224,-0.8209195796757663,-0.3741168510713077,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,0.0128258220861691,0.3657634431949014,-1.4027515182572403,-1.6490260893205193,Gable,CompShg,BrkFace,Stone,BrkFace,-0.8295024913358036,TA,TA,BrkTil,TA,TA,No,Unf,-3.6695165730293247,Unf,-0.34533307435446614,0.7840594342130004,-0.37871173019904486,GasA,Gd,Y,SBrkr,0.10552389116606434,0.9602033417576789,-0.12825180433396777,0.6486711749768271,-0.7972852816151909,-0.2787896591927671,-1.006255546919191,1.2586561980679185,0.1712048139177583,-0.24363358812630714,TA,1.672873517674104,Typ,0.6598172777597059,TA,Detchd,-2.0345189055507524,Unf,0.391543056888647,-0.5720557268463728,Fa,Fa,Y,-1.3321035422819612,-1.1499137087539273,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-1.2256139094708325,0.8891280804965777,WD,Normal,-1.0110029553317603,False,False,True,False,-0.662966252644612,-0.7879912241663991,0.6906270389958461
-2.08840484005123,0.4114752491261745,-0.06905600617036363,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-0.7673187474160292,1.260349207232781,-0.6693872773080233,1.1107599969934197,Gable,CompShg,MetalSd,MetalSd,BrkFace,-0.8295024913358036,Gd,TA,CBlock,TA,TA,No,ALQ,0.36664783216685876,Unf,-0.34533307435446614,-0.1245540353536361,0.19726064929767145,GasA,Gd,Y,SBrkr,-0.05539147424992465,-0.7986806102277708,-0.12825180433396777,-1.3957345453360246,-0.7972852816151909,-0.2787896591927671,-1.006255546919191,-0.7400498417697862,0.1712048139177583,-0.24363358812630714,Gd,-0.9174419789789916,Typ,0.6598172777597059,Gd,Attchd,-1.1555686831200782,Unf,-0.9952132382688648,-0.9540236086830944,TA,TA,Y,-1.3321035422819612,0.42814221430577326,0.9513069809645559,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,0.2544325811201857,0.8891280804965777,WD,Normal,-0.012372829766357,False,False,True,False,1.2183517746369543,1.920116127067427,-0.5828066592591058
-0.1923588083772224,-0.002228420122428691,-0.7665158522779304,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,0.7929703915883676,1.260349207232781,-1.4694209947071697,-1.6490260893205193,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,-0.8295024913358036,TA,TA,PConc,TA,TA,No,Unf,-3.6695165730293247,Unf,-0.34533307435446614,0.0292113210345638,,GasA,TA,Y,SBrkr,,0.480723505993764,-0.12825180433396777,-1.4126888777605033,-0.7972852816151909,-0.2787896591927671,-1.006255546919191,-0.7400498417697862,-1.0698083190923149,-0.24363358812630714,TA,-0.9174419789789916,Typ,0.6598172777597059,Gd,Detchd,0.1837840367742822,Unf,-0.9952132382688648,-0.8364950296564109,TA,TA,Y,-1.3321035422819612,-1.1499137087539273,1.252951743391967,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,0.6244442037679402,0.1357118572291059,WD,Normal,0.8198189415381459,False,False,False,True,-0.662966252644612,0.1967750853731739,-1.039959334758166
0.05706018556867558,-0.002228420122428691,-0.3411274417790279,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,0.7929703915883676,-0.5288223208429784,1.097353848615091,0.9170907979538452,Gable,CompShg,VinylSd,VinylSd,BrkFace,-0.8295024913358036,Gd,TA,PConc,Gd,TA,No,Unf,-3.6695165730293247,Unf,-0.34533307435446614,0.2342317962188305,-2.2563852061619336,GasA,Ex,Y,SBrkr,,0.7679366749414555,-0.12825180433396777,-0.3877833355161616,-0.7972852816151909,-0.2787896591927671,0.8558496252235976,1.2586561980679185,0.1712048139177583,-0.24363358812630714,Gd,-0.2698631048157176,Typ,-0.923517836452693,Gd,Attchd,1.0627342592049562,Fin,0.391543056888647,-0.2880283275318875,TA,TA,Y,-1.3321035422819612,0.04622325841767559,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,0.6244442037679402,-0.6177043660383658,WD,Normal,-0.6781262468099595,False,False,True,False,1.2183517746369543,-0.3263820165697242,0.46686391148008
-2.08840484005123,-0.545652367534297,-0.2693954945769427,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,-1.5474633169182277,0.3657634431949014,-0.5360483244081656,-1.4553568902809446,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,-0.8295024913358036,TA,TA,CBlock,TA,TA,No,Rec,0.5508784149378955,Unf,-0.34533307435446614,-0.8001896922108788,-0.20758668613697717,GasA,Ex,Y,SBrkr,-0.7253061044596183,-0.7986806102277708,-0.12825180433396777,,1.1459239674782795,-0.2787896591927671,-1.006255546919191,-0.7400498417697862,0.1712048139177583,-0.24363358812630714,TA,-0.9174419789789916,Typ,0.6598172777597059,TA,Detchd,-0.9044400481398857,Unf,-0.9952132382688648,-0.8756712226653054,TA,TA,Y,-1.3321035422819612,-0.14543374276460613,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,1.3644674490634492,-0.6177043660383658,WD,Normal,-0.8445646010708601,False,False,True,False,-0.662966252644612,0.012131402334504,-0.9687059404746836
0.5652261510485126,-0.2673836454165128,-0.47319724588430095,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,-0.7673187474160292,-0.5288223208429784,0.2973201312159449,-0.2449243962836029,Gable,CompShg,Plywood,Plywood,BrkFace,-0.8295024913358036,TA,TA,Slab,TA,TA,No,Unf,-3.6695165730293247,Unf,-0.34533307435446614,-1.30342176766317,,GasA,TA,Y,SBrkr,-0.03488954220011813,1.8598214494533407,-0.12825180433396777,0.9530882405401964,-0.7972852816151909,-0.2787896591927671,0.8558496252235976,-0.7400498417697862,3.894244212947978,1.654849227394467,TA,3.6156101401639256,Typ,-0.923517836452693,Gd,Detchd,0.0582197192841859,Unf,0.391543056888647,0.3387907606104248,TA,TA,Y,0.4244554715699694,-1.1499137087539273,-0.45298405149461957,-0.12011250501298364,-0.3111191403079549,-0.06705641715739839,Gd,MnPrv,Shed,-0.0938647814513119,-0.1155790415275688,0.8891280804965777,WD,Alloca,1.3191340043208477,False,False,True,False,-0.662966252644612,-0.618734514714285,0.3762246526340842
