MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Neighborhood_Label,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,ExterQual_Ordinal,Neighborhood_Freq,Neighborhood_Target
0.0003070385704918781,0.00033262511803286795,0.04324126534427283,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,3.582116655738578e-05,2.558654754098984e-05,0.010249970944920531,0.010249970944920531,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0010029926636068017,Gd,TA,PConc,Gd,TA,No,GLQ,0.003612820512787766,Unf,0.0,0.0007675964262296953,0.004380416939017461,GasA,Ex,Y,SBrkr,0.004380416939017461,0.004370182320001065,0.0,0.008750599259018527,5.117309508197969e-06,0.0,1.0234619016395938e-05,5.117309508197969e-06,1.5351928524593906e-05,5.117309508197969e-06,Gd,4.093847606558375e-05,Typ,0.0,Gd,Attchd,0.010249970944920531,RFn,1.0234619016395938e-05,0.002804285610492487,TA,TA,Y,0.0,0.00031215588000007606,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,1.0234619016395938e-05,0.01027555749246152,WD,Normal,208500,2.558654754098984e-05,False,False,True,False,1.5351928524593906e-05,0.0007573618072132994,0.9987752398909037
8.912488944585185e-05,0.0003564995577834074,0.04277994693400889,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,2.6737466833755556e-05,3.564995577834074e-05,0.008805539077250162,0.008805539077250162,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,0.004358207093902155,Unf,0.0,0.0012655734301310962,0.005623780524033252,GasA,Ex,Y,SBrkr,0.005623780524033252,0.0,0.0,0.005623780524033252,0.0,4.4562444722925925e-06,8.912488944585185e-06,0.0,1.3368733416877778e-05,4.4562444722925925e-06,TA,2.6737466833755556e-05,Typ,4.4562444722925925e-06,TA,Attchd,0.008805539077250162,RFn,8.912488944585185e-06,0.0020498724572545926,TA,TA,Y,0.0013279608527431927,0.0,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,2.228122236146296e-05,0.008943682655891233,WD,Normal,181500,0.00010694986733502223,False,False,True,False,8.912488944585185e-06,4.456244472292592e-05,0.9988671984643847
0.0003068152399515173,0.00034772393861171963,0.057527857490909495,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,3.579511132767702e-05,2.5567936662626443e-05,0.010232288252383101,0.010237401839715627,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0008284011478690967,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.0024852034436072903,Unf,0.0,0.0022192969023159754,0.004704500345923265,GasA,Ex,Y,SBrkr,0.004704500345923265,0.004428366629966899,0.0,0.009132866975890165,5.113587332525288e-06,0.0,1.0227174665050576e-05,5.113587332525288e-06,1.5340761997575866e-05,5.113587332525288e-06,Gd,3.068152399515173e-05,Typ,5.113587332525288e-06,TA,Attchd,0.010232288252383101,RFn,1.0227174665050576e-05,0.0031090610981753756,TA,TA,Y,0.0,0.0002147706679660621,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.6022285992727595e-05,0.01026808336371078,WD,Normal,223500,2.5567936662626443e-05,False,False,True,False,1.5340761997575866e-05,0.0007568109252137427,0.998048761085109
0.0003491724372969101,0.00029929066054020865,0.047637096802649874,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,3.491724372969101e-05,2.494088837835072e-05,0.009552360248908326,0.009826710021070184,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,0.0010774463779447511,Unf,0.0,0.002693615944861878,0.003771062322806629,GasA,Gd,Y,SBrkr,0.004793638746319009,0.003771062322806629,0.0,0.008564701069125637,4.988177675670144e-06,0.0,4.988177675670144e-06,0.0,1.4964533027010433e-05,4.988177675670144e-06,Gd,3.491724372969101e-05,Typ,4.988177675670144e-06,Gd,Detchd,0.009966378995988947,Unf,1.4964533027010433e-05,0.0032024100677802325,TA,TA,Y,0.0,0.00017458621864845504,0.0013567843277822792,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,9.976355351340288e-06,0.010006284417394309,WD,Abnorml,140000,2.9929066054020866e-05,False,False,True,False,9.976355351340288e-06,0.00023943252843216693,0.9985979416643285
0.00021216934175036998,0.00029703707845051794,0.05042558022267126,Pave,Grvl,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2.8289245566715996e-05,1.7680778479197497e-05,0.0070723113916789995,0.0070723113916789995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0012376544935438249,Gd,TA,PConc,Gd,TA,Av,GLQ,0.0023161819807748724,Unf,0.0,0.0017327162909613549,0.004048898271736227,GasA,Ex,Y,SBrkr,0.004048898271736227,0.003723571947718993,0.0,0.00777247021945522,3.5361556958394995e-06,0.0,7.072311391678999e-06,3.5361556958394995e-06,1.4144622783357998e-05,3.5361556958394995e-06,Gd,3.18254012625555e-05,Typ,3.5361556958394995e-06,TA,Attchd,0.0070723113916789995,RFn,1.0608467087518498e-05,0.0029562261617218214,TA,TA,Y,0.0006789418936011839,0.00029703707845051794,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,4.2433868350073994e-05,0.007100600637245715,WD,Normal,250000,5.3042335437592495e-05,False,False,True,False,1.0608467087518498e-05,0.00010608467087518499,0.9985641627373157
0.0003185271361718093,0.0005414961314920758,0.08992021054130177,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,3.185271361718093e-05,3.185271361718093e-05,0.01269649164780832,0.012709232733255192,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,Wood,Gd,TA,No,GLQ,0.004663237273555288,Unf,0.0,0.00040771473429991595,0.005070952007855204,GasA,Ex,Y,SBrkr,0.005070952007855204,0.0036057271814648817,0.0,0.008676679189320085,6.370542723436187e-06,0.0,6.370542723436187e-06,6.370542723436187e-06,6.370542723436187e-06,6.370542723436187e-06,TA,3.185271361718093e-05,Typ,0.0,Gd,Attchd,0.01269649164780832,Unf,1.2741085446872373e-05,0.0030578605072493696,TA,TA,Y,0.00025482170893744745,0.0001911162817030856,0.0,0.0020385736714995796,0.0,0.0,Gd,MnPrv,Shed,0.00445937990640533,6.370542723436186e-05,0.012798420331383299,WD,Normal,143000,7.007596995779805e-05,False,False,True,False,1.2741085446872373e-05,0.00031215659344837314,0.9955254914578288
9.025840194178891e-05,0.00033846900728170837,0.045508286259049964,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,3.610336077671556e-05,2.2564600485447227e-05,0.009043891874567249,0.009048404794664337,Gable,CompShg,VinylSd,VinylSd,Stone,0.0008394031380586367,Gd,TA,PConc,Ex,TA,Av,GLQ,0.00617818761291545,Unf,0.0,0.001430595670777354,0.0076087832836928045,GasA,Ex,Y,SBrkr,0.00764488664446952,0.0,0.0,0.00764488664446952,4.512920097089445e-06,0.0,9.02584019417889e-06,0.0,1.3538760291268336e-05,4.512920097089445e-06,Gd,3.159044067962612e-05,Typ,4.512920097089445e-06,Gd,Attchd,0.009043891874567249,RFn,9.02584019417889e-06,0.002870217181748887,TA,TA,Y,0.0011507946247578085,0.00025723644553409837,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,3.610336077671556e-05,0.009057430634858516,WD,Normal,307000,9.477132203887834e-05,False,False,True,False,1.3538760291268336e-05,0.0003790852881555134,0.9986870826873228
0.0003167889055013855,0.0003643072413265933,0.054815040281923064,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,3.695870564182831e-05,3.1678890550138547e-05,0.010417075175903892,0.010417075175903892,Gable,CompShg,HdBoard,HdBoard,Stone,0.001267155622005542,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.004535361163761502,BLQ,0.00016895408293407226,0.0011404400598049877,0.005844755306500562,GasA,Ex,Y,SBrkr,0.005844755306500562,0.005190058235131032,0.0,0.011034813541631595,5.279815091689758e-06,0.0,1.0559630183379516e-05,5.279815091689758e-06,1.5839445275069273e-05,5.279815091689758e-06,TA,3.695870564182831e-05,Typ,1.0559630183379516e-05,TA,Attchd,0.010417075175903892,RFn,1.0559630183379516e-05,0.002555430504377843,TA,TA,Y,0.0012407565465470932,0.0010770822787047106,0.0012037978409052648,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0018479352820914153,5.807796600858734e-05,0.010607148519204723,WD,Normal,200000,7.391741128365662e-05,False,False,True,False,1.0559630183379516e-05,0.00038542650169335235,0.9981494047151195
0.0003988289117008969,0.00040680548993491484,0.04881665879218978,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5.5836047638125566e-05,3.988289117008969e-05,0.015402772569888638,0.015554327556334978,Gable,CompShg,BrkFace,Wd Shng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.007593702478785077,0.007593702478785077,GasA,Gd,Y,FuseF,0.008152062955166333,0.005998386831981489,0.0,0.014150449787147822,0.0,0.0,1.5953156468035876e-05,0.0,1.5953156468035876e-05,1.5953156468035876e-05,TA,6.38126258721435e-05,Min1,1.5953156468035876e-05,TA,Detchd,0.015402772569888638,Unf,1.5953156468035876e-05,0.003733038613520395,Fa,TA,Y,0.0007178920410616144,0.0,0.0016351985379736771,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,3.190631293607175e-05,0.01601696909390802,WD,Abnorml,129900,0.00013560182997830495,False,False,False,True,1.5953156468035876e-05,0.0008933767622100091,0.9981020412583643
0.0015183935034741426,0.0003995772377563533,0.05929726208304283,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,3.9957723775635336e-05,4.7949268530762396e-05,0.015495605280191381,0.01558351227249778,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,0.006800804586613134,Unf,0.0,0.0011188162657177893,0.007919620852330923,GasA,Ex,Y,SBrkr,0.00860689370127185,0.0,0.0,0.00860689370127185,7.991544755127067e-06,0.0,7.991544755127067e-06,0.0,1.5983089510254134e-05,1.5983089510254134e-05,TA,3.9957723775635336e-05,Typ,1.5983089510254134e-05,TA,Attchd,0.015495605280191381,RFn,7.991544755127067e-06,0.0016382666748010486,Gd,TA,Y,0.0,3.196617902050827e-05,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,7.991544755127067e-06,0.01604702186829515,WD,Normal,118000,2.3974634265381198e-05,False,False,True,False,1.5983089510254134e-05,0.00046350959579736985,0.9976169113172952
